category,model,make,year,count
2 - Category 2 Truck,GMC,Canyon 4WD,2008,1
2 - Category 2 Truck,GMC,Canyon 4WD,2009,2
2 - Category 2 Truck,GMC,Canyon Crew Cab 2WD,2009,5
2 - Category 2 Truck,GMC,Canyon Crew Cab 4WD,2009,1
2 - Category 2 Truck,GMC,Canyon Crew Cab 4WD,2010,1
2 - Category 2 Truck,GMC,Savana 1500 AWD (cargo),2009,5
2 - Category 2 Truck,GMC,Savana 1500 2WD (cargo),2009,140
2 - Category 2 Truck,GMC,Savana 1500 2WD (cargo),2010,4
2 - Category 2 Truck,GMC,Savana 1500 AWD (cargo),2009,2
2 - Category 2 Truck,GMC,Savana 1500/2500 2WD (cargo),2008,13
2 - Category 2 Truck,GMC,Sierra 15 Hybrid 2WD,2009,25
2 - Category 2 Truck,GMC,Sierra 15 Hybrid 4WD,2009,16
2 - Category 2 Truck,GMC,Sierra C15 2WD,2007,32
2 - Category 2 Truck,GMC,Sierra C15 2WD,2008,35
2 - Category 2 Truck,GMC,Sierra C15 2WD,2009,2566
2 - Category 2 Truck,GMC,Sierra C15 2WD,2010,7
2 - Category 2 Truck,GMC,Sierra C15 XFE 2WD,2009,47
2 - Category 2 Truck,GMC,Sierra Classic 15 Hybrid 4WD,2007,1
2 - Category 2 Truck,GMC,Sierra Classic 1500 2WD,2007,1
2 - Category 2 Truck,GMC,Sierra Classic 1500 4WD,2007,4
2 - Category 2 Truck,GMC,Sierra K15 4WD,2007,4
2 - Category 2 Truck,GMC,Sierra K15 4WD,2008,17
2 - Category 2 Truck,GMC,Sierra K15 4WD,2009,2492
2 - Category 2 Truck,GMC,Sierra K15 4WD,2010,2
2 - Category 2 Truck,GMC,UNLISTED,2009,2
2 - Category 2 Truck,GMC,Yukon 1500 4WD,2009,1
2 - Category 2 Truck,Honda,Accord,2009,3
2 - Category 2 Truck,Honda,CR-V 2WD,2009,3
2 - Category 2 Truck,Honda,CR-V 4WD,2009,10
2 - Category 2 Truck,Honda,Civic,2009,4
2 - Category 2 Truck,Honda,Civic CNG,2009,1
2 - Category 2 Truck,Honda,Element 2WD,2009,1
2 - Category 2 Truck,Honda,Fit,2009,1
2 - Category 2 Truck,Honda,Insight,2010,1
2 - Category 2 Truck,Honda,Odyssey,2009,4
2 - Category 2 Truck,Honda,Odyssey,2010,1
2 - Category 2 Truck,Honda,Pilot 2WD,2010,1
2 - Category 2 Truck,Honda,Pilot 4WD,2010,3
2 - Category 2 Truck,Honda,Ridgeline Truck 4WD,2007,1
2 - Category 2 Truck,Honda,Ridgeline Truck 4WD,2008,7
2 - Category 2 Truck,Honda,Ridgeline Truck 4WD,2009,369
2 - Category 2 Truck,Honda,Ridgeline Truck 4WD,2010,1
2 - Category 2 Truck,Hummer,H3T 4WD,2009,13
2 - Category 2 Truck,Hyundai,Accent,2009,2
2 - Category 2 Truck,Hyundai,Elantra,2009,1
2 - Category 2 Truck,Hyundai,Elantra Touring,2009,1
2 - Category 2 Truck,Hyundai,Santa Fe 2WD,2009,6
2 - Category 2 Truck,Hyundai,Santa Fe 4WD,2009,1
2 - Category 2 Truck,Hyundai,Sonata,2009,3
2 - Category 2 Truck,Hyundai,Tucson 2WD,2009,1
2 - Category 2 Truck,Jeep,Compass 2WD,2009,6
2 - Category 2 Truck,Jeep,Compass 4WD,2009,2
2 - Category 2 Truck,Jeep,Grand Cherokee 2WD,2009,3
2 - Category 2 Truck,Jeep,Patriot 2WD,2008,1
2 - Category 2 Truck,Jeep,Patriot 2WD,2009,12
2 - Category 2 Truck,Jeep,Patriot 4WD,2009,8
2 - Category 2 Truck,Kia,Forte,2010,1
2 - Category 2 Truck,Kia,Optima,2009,2
2 - Category 2 Truck,Kia,Rio,2009,1
2 - Category 2 Truck,Kia,Sedona,2009,1
2 - Category 2 Truck,Kia,Soul,2010,2
2 - Category 2 Truck,Kia,Sportage 2WD,2009,3
2 - Category 2 Truck,Kia,Sportage 4WD,2009,2
2 - Category 2 Truck,Lexus,ES 350,2009,1
2 - Category 2 Truck,Lincoln,MKX AWD,2009,1
2 - Category 2 Truck,Lincoln,MKX FWD,2010,1
2 - Category 2 Truck,Mazda,3,2010,1
2 - Category 2 Truck,Mazda,5,2009,1
2 - Category 2 Truck,Mazda,B2300 2WD,2009,1
2 - Category 2 Truck,Mazda,CX-7 4WD,2009,2
2 - Category 2 Truck,Mercury,Mariner 4WD,2008,1
2 - Category 2 Truck,Mercury,Mariner 4WD,2009,4
2 - Category 2 Truck,Mercury,Mariner FWD,2009,3
2 - Category 2 Truck,Mercury,Mariner Hybrid FWD,2008,1
2 - Category 2 Truck,Mercury,Mariner Hybrid FWD,2009,1
2 - Category 2 Truck,Mercury,Milan,2010,1
2 - Category 2 Truck,Mitsubishi,Outlander 2WD,2009,1
2 - Category 2 Truck,Mitsubishi,Raider Pickup 2WD,2008,20
2 - Category 2 Truck,Mitsubishi,Raider Pickup 2WD,2009,28
2 - Category 2 Truck,Mitsubishi,Raider Pickup 4WD,2008,1
2 - Category 2 Truck,Nissan,Altima,2009,2
2 - Category 2 Truck,Nissan,Altima Coupe,2009,1
2 - Category 2 Truck,Nissan,Cube,2009,1
2 - Category 2 Truck,Nissan,Frontier 2WD,2008,15
2 - Category 2 Truck,Nissan,Frontier 2WD,2009,945
2 - Category 2 Truck,Nissan,Frontier 2WD,2010,50
2 - Category 2 Truck,Nissan,Frontier 4WD,2008,7
2 - Category 2 Truck,Nissan,Frontier 4WD,2009,422
2 - Category 2 Truck,Nissan,Frontier 4WD,2010,14
2 - Category 2 Truck,Nissan,Frontier V6 2WD,2007,2
2 - Category 2 Truck,Nissan,Frontier V6 4WD,2007,2
2 - Category 2 Truck,Nissan,Maxima,2009,1
2 - Category 2 Truck,Nissan,Murano AWD,2009,2
2 - Category 2 Truck,Nissan,Murano FWD,2009,3
2 - Category 2 Truck,Nissan,Rogue AWD,2009,1
2 - Category 2 Truck,Nissan,Rogue FWD,2009,2
2 - Category 2 Truck,Nissan,Sentra,2009,1
2 - Category 2 Truck,Nissan,Sentra FE,2009,2
2 - Category 2 Truck,Nissan,Titan FE 2WD,2009,2
2 - Category 2 Truck,Nissan,Titan FE 2WD FFV,2009,8
2 - Category 2 Truck,Nissan,Versa,2009,5
2 - Category 2 Truck,Nissan,Xterra 2WD,2009,1
2 - Category 2 Truck,Pontiac,G3 Wave 5,2009,2
2 - Category 2 Truck,Pontiac,G5,2009,3
2 - Category 2 Truck,Pontiac,G5 GT,2009,1
2 - Category 2 Truck,Pontiac,G6,2009,4
2 - Category 2 Truck,Pontiac,Torrent AWD,2009,2
2 - Category 2 Truck,Pontiac,Torrent FWD,2009,1
2 - Category 2 Truck,Pontiac,Vibe,2009,1
2 - Category 2 Truck,Saturn,Outlook AWD,2009,1
2 - Category 2 Truck,Saturn,Vue AWD,2008,1
2 - Category 2 Truck,Saturn,Vue AWD,2010,1
2 - Category 2 Truck,Saturn,Vue FWD,2008,1
2 - Category 2 Truck,Saturn,Vue FWD,2009,4
2 - Category 2 Truck,Subaru,Forester AWD,2009,3
2 - Category 2 Truck,Subaru,Forester AWD,2010,16
2 - Category 2 Truck,Subaru,Impreza AWD,2009,1
2 - Category 2 Truck,Subaru,Impreza Wagon/Outback SPT AWD,2009,1
2 - Category 2 Truck,Subaru,Legacy AWD,2010,2
2 - Category 2 Truck,Subaru,Outback Wagon AWD,2010,9
2 - Category 2 Truck,Subaru,Tribeca AWD,2009,1
2 - Category 2 Truck,Suzuki,Equator 2WD,2009,297
2 - Category 2 Truck,Suzuki,Equator 2WD,2010,2
2 - Category 2 Truck,Suzuki,Equator 4WD,2009,21
2 - Category 2 Truck,Suzuki,Grand Vitara 4WD,2009,1
2 - Category 2 Truck,Toyota,4Runner 2WD,2009,1
2 - Category 2 Truck,Toyota,Camry,2010,5
2 - Category 2 Truck,Toyota,Corolla,2010,6
2 - Category 2 Truck,Toyota,Highlander 2WD,2009,2
2 - Category 2 Truck,Toyota,Highlander 4WD,2009,3
2 - Category 2 Truck,Toyota,Highlander Hybrid 4WD,2009,4
2 - Category 2 Truck,Toyota,Prius,2010,2
2 - Category 2 Truck,Toyota,RAV4 2WD,2009,5
2 - Category 2 Truck,Toyota,RAV4 4WD,2009,3
2 - Category 2 Truck,Toyota,Sienna 2WD,2009,1
2 - Category 2 Truck,Toyota,Sienna 2WD,2010,2
2 - Category 2 Truck,Toyota,Tacoma 2WD,2009,55
2 - Category 2 Truck,Toyota,Tacoma 2WD,2010,5
2 - Category 2 Truck,Toyota,Tacoma 4WD,2008,1
2 - Category 2 Truck,Toyota,Tacoma 4WD,2009,33
2 - Category 2 Truck,Toyota,Tacoma 4WD,2010,3
2 - Category 2 Truck,Toyota,Tundra 2WD,2008,15
2 - Category 2 Truck,Toyota,Tundra 2WD,2009,54
2 - Category 2 Truck,Toyota,Tundra 2WD,2010,1104
2 - Category 2 Truck,Toyota,Tundra 4WD,2009,29
2 - Category 2 Truck,Toyota,Tundra 4WD,2010,420
2 - Category 2 Truck,Toyota,Tundra 4WD FFV,2010,239
2 - Category 2 Truck,Toyota,UNLISTED,2010,1
2 - Category 2 Truck,Toyota,Venza,2009,2
2 - Category 2 Truck,Toyota,Venza AWD,2009,2
2 - Category 2 Truck,Toyota,Yaris,2009,2
2 - Category 2 Truck,Volkswagen,Eos,2009,1
2 - Category 2 Truck,Volkswagen,Jetta,2009,1
2 - Category 2 Truck,Volkswagen,Routan FWD,2009,1
2 - Category 2 Truck,Volkswagen,Tiguan,2009,1
2 - Category 2 Truck,Volkswagen,Tiguan 4motion,2009,1
3 - Category 3 Truck,Acura,MDX 4WD,2007,1
3 - Category 3 Truck,Chevrolet,Express 1500 2WD Cargo,2010,12
3 - Category 3 Truck,Chevrolet,Express 1500 2WD Conversion Cargo,2010,1
3 - Category 3 Truck,Chevrolet,Express 1500 2WD Passenger,2009,50
3 - Category 3 Truck,Chevrolet,Express 1500 2WD Passenger,2010,2
3 - Category 3 Truck,Chevrolet,Express 1500 AWD,2008,2
3 - Category 3 Truck,Chevrolet,Express 1500 AWD Cargo,2010,3
3 - Category 3 Truck,Chevrolet,Express 1500 AWD Passenger,2009,10
3 - Category 3 Truck,Chevrolet,Express 1500/2500 2WD,2007,5
3 - Category 3 Truck,Chevrolet,Express 1500/2500 2WD,2008,18
3 - Category 3 Truck,Chevrolet,Silverado 15 Hybrid 2WD,2009,1
3 - Category 3 Truck,Chevrolet,Silverado 15 Hybrid 4WD,2009,1
3 - Category 3 Truck,Chevrolet,Silverado C15 2WD,2007,1
3 - Category 3 Truck,Chevrolet,Silverado C15 2WD,2008,2
3 - Category 3 Truck,Chevrolet,Silverado C15 2WD,2009,33
3 - Category 3 Truck,Chevrolet,Silverado C15 XFE 2WD,2009,1
3 - Category 3 Truck,Chevrolet,Silverado Classic 1500 2WD,2007,1
3 - Category 3 Truck,Chevrolet,Silverado K15 4WD,2008,2
3 - Category 3 Truck,Chevrolet,Silverado K15 4WD,2009,88
3 - Category 3 Truck,Chevrolet,Silverado K15 4WD,2010,2
3 - Category 3 Truck,Chevrolet,Traverse FWD,2009,1
3 - Category 3 Truck,Chevrolet,UNLISTED,2008,18
3 - Category 3 Truck,Chevrolet,UNLISTED,2009,448
3 - Category 3 Truck,Chevrolet,UNLISTED,2010,1
3 - Category 3 Truck,Chevrolet,Van 1500 2WD Cargo,2009,34
3 - Category 3 Truck,Chevrolet,Van 1500 2WD Conversion Cargo,2009,3
3 - Category 3 Truck,Chevrolet,Van 1500 AWD Cargo,2009,2
3 - Category 3 Truck,Chevrolet,Van 1500/2500 2WD,2008,1
3 - Category 3 Truck,Chevrolet,Van 1500/2500 AWD,2008,1
3 - Category 3 Truck,Chrysler,Sebring Convertible,2009,1
3 - Category 3 Truck,Chrysler,Town and Country,2009,1
3 - Category 3 Truck,Dodge,Caravan/Grand Caravan FWD,2009,2
3 - Category 3 Truck,Dodge,Dakota Pickup 2WD,2009,1
3 - Category 3 Truck,Dodge,Dakota Pickup 4WD,2007,1
3 - Category 3 Truck,Dodge,Journey 2WD,2009,1
3 - Category 3 Truck,Dodge,Ram 1500 Pickup 2WD,2008,3
3 - Category 3 Truck,Dodge,Ram 1500 Pickup 2WD,2009,6
3 - Category 3 Truck,Dodge,Ram 1500 Pickup 4WD,2008,2
3 - Category 3 Truck,Dodge,Ram 1500 Pickup 4WD,2009,32
3 - Category 3 Truck,Dodge,Ram 1500 Pickup 4WD,2010,2
3 - Category 3 Truck,Dodge,UNLISTED,2007,1
3 - Category 3 Truck,Dodge,UNLISTED,2008,128
3 - Category 3 Truck,Dodge,UNLISTED,2009,225
3 - Category 3 Truck,Ford,Crown Victoria FFV,2008,3
3 - Category 3 Truck,Ford,Crown Victoria FFV,2010,1
3 - Category 3 Truck,Ford,Edge AWD,2007,1
3 - Category 3 Truck,Ford,Expedition 2WD FFV,2009,1
3 - Category 3 Truck,Ford,Explorer 4WD,2009,1
3 - Category 3 Truck,Ford,Explorer Sport Trac 4WD,2008,1
3 - Category 3 Truck,Ford,Explorer Sport Trac 4WD,2010,2
3 - Category 3 Truck,Ford,F150 Pickup 2WD,2007,3
3 - Category 3 Truck,Ford,F150 Pickup 2WD,2008,5
3 - Category 3 Truck,Ford,F150 Pickup 2WD,2009,27
3 - Category 3 Truck,Ford,F150 Pickup 2WD,2010,2
3 - Category 3 Truck,Ford,F150 Pickup 4WD,2007,3
3 - Category 3 Truck,Ford,F150 Pickup 4WD,2008,2
3 - Category 3 Truck,Ford,F150 Pickup 4WD,2009,8
3 - Category 3 Truck,Ford,F150 Pickup 4WD,2010,3
3 - Category 3 Truck,Ford,F150 Pickup FFV 2WD,2008,1
3 - Category 3 Truck,Ford,F150 Pickup FFV 2WD,2009,14
3 - Category 3 Truck,Ford,F150 Pickup FFV 2WD,2010,1
3 - Category 3 Truck,Ford,F150 Pickup FFV 4WD,2009,21
3 - Category 3 Truck,Ford,F150 Pickup FFV 4WD,2010,7
3 - Category 3 Truck,Ford,F150 SFE 2WD,2009,2
3 - Category 3 Truck,Ford,F150 STX SE FFV 2WD,2008,3
3 - Category 3 Truck,Ford,Freestar Cargo Van FWD,2007,10
3 - Category 3 Truck,Ford,Freestar Wagon FWD,2007,1
3 - Category 3 Truck,Ford,Transit Connect,2010,1
3 - Category 3 Truck,Ford,UNLISTED,2008,100
3 - Category 3 Truck,Ford,UNLISTED,2009,609
3 - Category 3 Truck,Ford,UNLISTED,2010,16
3 - Category 3 Truck,GMC,Savana 15/25 2WD Conversion (cargo,2008,2
3 - Category 3 Truck,GMC,Savana 1500 AWD (cargo),2009,2
3 - Category 3 Truck,GMC,Savana 1500 AWD (cargo),2010,2
3 - Category 3 Truck,GMC,Savana 1500 AWD Conversion (cargo,2009,2
3 - Category 3 Truck,GMC,Savana 1500 AWD Conversion (cargo,2010,1
3 - Category 3 Truck,GMC,Savana 1500 2WD (Passenger),2009,1
3 - Category 3 Truck,GMC,Savana 1500 2WD (cargo),2009,22
3 - Category 3 Truck,GMC,Savana 1500 2WD (cargo),2010,4
3 - Category 3 Truck,GMC,Savana 1500 2WD Conversion (cargo),2009,2
3 - Category 3 Truck,GMC,Savana 1500 AWD (Passenger),2009,1
3 - Category 3 Truck,GMC,Savana 1500 AWD (cargo),2009,2
3 - Category 3 Truck,GMC,Savana 1500 AWD Conversion (cargo),2009,1
3 - Category 3 Truck,GMC,Savana 1500/2500 2WD (Passenger),2008,1
3 - Category 3 Truck,GMC,Savana 1500/2500 2WD (cargo),2008,11
3 - Category 3 Truck,GMC,Savana 1500/2500 AWD (cargo),2008,1
3 - Category 3 Truck,GMC,Sierra C15 2WD,2007,1
3 - Category 3 Truck,GMC,Sierra C15 2WD,2009,11
3 - Category 3 Truck,GMC,Sierra K15 4WD,2009,11
3 - Category 3 Truck,GMC,Sierra K15 AWD,2009,1
3 - Category 3 Truck,GMC,UNLISTED,2008,7
3 - Category 3 Truck,GMC,UNLISTED,2009,148
3 - Category 3 Truck,Hummer,H3 4WD,2009,1
3 - Category 3 Truck,Mazda,UNLISTED,2010,1
3 - Category 3 Truck,Mercedes-Be,UNLISTED,2008,1
3 - Category 3 Truck,Nissan,Frontier 2WD,2009,3
3 - Category 3 Truck,Nissan,Rogue AWD,2009,1
3 - Category 3 Truck,Nissan,Titan 4WD,2009,1
3 - Category 3 Truck,Saturn,Vue FWD,2010,1
3 - Category 3 Truck,Toyota,Camry,2010,1
3 - Category 3 Truck,Toyota,Tundra 2WD,2010,4
3 - Category 3 Truck,Toyota,Tundra 4WD,2010,4
3 - Category 3 Truck,Volkswagen,Jetta SportWagen,2009,2
P - Passenger Car,Acura,RDX 2WD,2010,1
P - Passenger Car,Acura,RDX 4WD,2009,4
P - Passenger Car,Acura,RDX 4WD,2010,2
P - Passenger Car,Acura,TSX,2007,1
P - Passenger Car,Acura,TSX,2008,1
P - Passenger Car,Acura,TSX,2009,284
P - Passenger Car,Acura,TSX,2010,482
P - Passenger Car,Acura,UNLISTED,2010,1
P - Passenger Car,Audi,A3,2007,1
P - Passenger Car,Audi,A3,2008,1
P - Passenger Car,Audi,A3,2009,65
P - Passenger Car,Audi,A3,2010,3
P - Passenger Car,Audi,A3 Quattro,2009,59
P - Passenger Car,Audi,A3 Quattro,2010,4
P - Passenger Car,Audi,A4,2008,2
P - Passenger Car,Audi,A4,2009,189
P - Passenger Car,Audi,A4,2010,21
P - Passenger Car,Audi,A4 Avant Quattro,2009,126
P - Passenger Car,Audi,A4 Avant Quattro,2010,14
P - Passenger Car,Audi,A4 Cabriolet,2009,48
P - Passenger Car,Audi,A4 Cabriolet Quattro,2009,30
P - Passenger Car,Audi,A4 Quattro,2007,1
P - Passenger Car,Audi,A4 Quattro,2008,2
P - Passenger Car,Audi,A4 Quattro,2009,292
P - Passenger Car,Audi,A4 Quattro,2010,93
P - Passenger Car,Audi,A5 Cabriolet Quattro,2010,2
P - Passenger Car,Audi,A5 Quattro,2009,1
P - Passenger Car,Audi,A5 Quattro,2010,46
P - Passenger Car,Audi,Q5,2009,5
P - Passenger Car,Audi,Q5,2010,10
P - Passenger Car,Audi,TT Coupe,2009,11
P - Passenger Car,Audi,TT Coupe Quattro,2009,9
P - Passenger Car,Audi,TT Roadster,2008,1
P - Passenger Car,Audi,TT Roadster,2009,6
P - Passenger Car,Audi,TT Roadster Quattro,2009,3
P - Passenger Car,BMW,128i,2008,6
P - Passenger Car,BMW,128i,2009,47
P - Passenger Car,BMW,328ci,2007,2
P - Passenger Car,BMW,328ci,2008,1
P - Passenger Car,BMW,328ci,2009,26
P - Passenger Car,BMW,328ci Convertible,2009,1
P - Passenger Car,BMW,328i,2007,2
P - Passenger Car,BMW,328i,2008,6
P - Passenger Car,BMW,328i,2009,392
P - Passenger Car,BMW,328i Sport Wagon xDrive,2009,2
P - Passenger Car,BMW,328i xDrive,2009,1
P - Passenger Car,BMW,335d,2009,117
P - Passenger Car,BMW,X3 xDrive 30i,2009,8
P - Passenger Car,BMW,Z4 3.0si,2008,1
P - Passenger Car,Buick,Enclave AWD,2009,3
P - Passenger Car,Buick,Enclave FWD,2008,1
P - Passenger Car,Buick,Enclave FWD,2009,8
P - Passenger Car,Buick,Enclave FWD,2010,1
P - Passenger Car,Buick,Lucerne,2009,1
P - Passenger Car,Chevrolet,Aveo,2007,3
P - Passenger Car,Chevrolet,Aveo,2008,11
P - Passenger Car,Chevrolet,Aveo,2009,4076
P - Passenger Car,Chevrolet,Aveo,2010,38
P - Passenger Car,Chevrolet,Aveo 5,2007,7
P - Passenger Car,Chevrolet,Aveo 5,2008,22
P - Passenger Car,Chevrolet,Aveo 5,2009,6877
P - Passenger Car,Chevrolet,Aveo 5,2010,61
P - Passenger Car,Chevrolet,Camaro,2010,365
P - Passenger Car,Chevrolet,Cobalt,2007,14
P - Passenger Car,Chevrolet,Cobalt,2008,82
P - Passenger Car,Chevrolet,Cobalt,2009,10485
P - Passenger Car,Chevrolet,Cobalt Coupe,2010,39
P - Passenger Car,Chevrolet,Cobalt SS Coupe,2010,3
P - Passenger Car,Chevrolet,Cobalt Sedan,2010,54
P - Passenger Car,Chevrolet,Cobalt XFE,2008,20
P - Passenger Car,Chevrolet,Cobalt XFE,2009,2015
P - Passenger Car,Chevrolet,Cobalt XFE Coupe,2010,12
P - Passenger Car,Chevrolet,Cobalt XFE Sedan,2010,16
P - Passenger Car,Chevrolet,Colorado 2WD,2009,9
P - Passenger Car,Chevrolet,Colorado Cab Chassis inc 4WD,2009,1
P - Passenger Car,Chevrolet,Colorado Crew Cab 2WD,2009,1
P - Passenger Car,Chevrolet,Equinox AWD,2009,17
P - Passenger Car,Chevrolet,Equinox AWD,2010,41
P - Passenger Car,Chevrolet,Equinox FWD,2008,2
P - Passenger Car,Chevrolet,Equinox FWD,2009,21
P - Passenger Car,Chevrolet,Equinox FWD,2010,62
P - Passenger Car,Chevrolet,Express 1500 2WD Cargo,2010,1
P - Passenger Car,Chevrolet,HHR FWD,2007,1
P - Passenger Car,Chevrolet,HHR FWD,2008,6
P - Passenger Car,Chevrolet,HHR FWD,2009,209
P - Passenger Car,Chevrolet,HHR FWD,2010,3
P - Passenger Car,Chevrolet,HHR Panel FWD,2009,7
P - Passenger Car,Chevrolet,Impala,2007,10
P - Passenger Car,Chevrolet,Impala,2008,42
P - Passenger Car,Chevrolet,Impala,2009,5551
P - Passenger Car,Chevrolet,Impala,2010,47
P - Passenger Car,Chevrolet,Malibu,2007,1
P - Passenger Car,Chevrolet,Malibu,2008,43
P - Passenger Car,Chevrolet,Malibu,2009,8396
P - Passenger Car,Chevrolet,Malibu,2010,886
P - Passenger Car,Chevrolet,Malibu Hybrid,2008,38
P - Passenger Car,Chevrolet,Malibu Hybrid,2009,353
P - Passenger Car,Chevrolet,Malibu Hybrid,2010,8
P - Passenger Car,Chevrolet,Silverado C15 2WD,2008,1
P - Passenger Car,Chevrolet,Silverado C15 2WD,2009,14
P - Passenger Car,Chevrolet,Silverado K15 4WD,2009,3
P - Passenger Car,Chevrolet,Traverse AWD,2009,15
P - Passenger Car,Chevrolet,Traverse AWD,2010,1
P - Passenger Car,Chevrolet,Traverse FWD,2009,15
P - Passenger Car,Chevrolet,UNLISTED,2009,1
P - Passenger Car,Chrysler,300/SRT-8,2007,1
P - Passenger Car,Chrysler,300/SRT-8,2009,1
P - Passenger Car,Chrysler,PT Cruiser,2007,1
P - Passenger Car,Chrysler,PT Cruiser,2008,13
P - Passenger Car,Chrysler,PT Cruiser,2009,90
P - Passenger Car,Chrysler,PT Cruiser Convertible,2008,4
P - Passenger Car,Chrysler,Sebring,2007,15
P - Passenger Car,Chrysler,Sebring,2008,85
P - Passenger Car,Chrysler,Sebring,2009,2004
P - Passenger Car,Chrysler,Sebring,2010,7
P - Passenger Car,Chrysler,Sebring Convertible,2008,12
P - Passenger Car,Chrysler,Sebring Convertible,2009,115
P - Passenger Car,Chrysler,Sebring Convertible,2010,4
P - Passenger Car,Chrysler,Town and Country,2009,10
P - Passenger Car,Chrysler,UNLISTED,2009,1
P - Passenger Car,Dodge,Avenger,2008,125
P - Passenger Car,Dodge,Avenger,2009,4031
P - Passenger Car,Dodge,Avenger,2010,29
P - Passenger Car,Dodge,Caliber,2007,21
P - Passenger Car,Dodge,Caliber,2008,258
P - Passenger Car,Dodge,Caliber,2009,6275
P - Passenger Car,Dodge,Caliber,2010,1
P - Passenger Car,Dodge,Caliber AWD,2008,8
P - Passenger Car,Dodge,Caravan/Grand Caravan 2WD,2008,3
P - Passenger Car,Dodge,Caravan/Grand Caravan FWD,2009,25
P - Passenger Car,Dodge,Dakota Pickup 2WD,2009,1
P - Passenger Car,Dodge,Grand Caravan,2010,1
P - Passenger Car,Dodge,Journey 2WD,2009,23
P - Passenger Car,Dodge,Journey 2WD,2010,2
P - Passenger Car,Dodge,Nitro 2WD,2009,2
P - Passenger Car,Dodge,Ram 1500 Pickup 4WD,2009,6
P - Passenger Car,Ford,Edge AWD,2009,8
P - Passenger Car,Ford,Edge AWD,2010,8
P - Passenger Car,Ford,Edge FWD,2008,1
P - Passenger Car,Ford,Edge FWD,2009,17
P - Passenger Car,Ford,Edge FWD,2010,30
P - Passenger Car,Ford,Escape 4WD,2008,2
P - Passenger Car,Ford,Escape 4WD,2009,79
P - Passenger Car,Ford,Escape 4WD,2010,4
P - Passenger Car,Ford,Escape 4WD FFV,2010,2
P - Passenger Car,Ford,Escape FWD,2008,1
P - Passenger Car,Ford,Escape FWD,2009,94
P - Passenger Car,Ford,Escape FWD,2010,22
P - Passenger Car,Ford,Escape FWD FFV,2010,5
P - Passenger Car,Ford,Escape Hybrid 4WD,2008,1
P - Passenger Car,Ford,Escape Hybrid 4WD,2009,10
P - Passenger Car,Ford,Escape Hybrid FWD,2008,1
P - Passenger Car,Ford,Escape Hybrid FWD,2009,22
P - Passenger Car,Ford,Escape Hybrid FWD,2010,4
P - Passenger Car,Ford,Explorer 4WD,2007,1
P - Passenger Car,Ford,F150 Pickup 2WD,2009,5
P - Passenger Car,Ford,F150 Pickup 4WD,2009,2
P - Passenger Car,Ford,F150 Pickup FFV 4WD,2009,1
P - Passenger Car,Ford,Flex AWD,2009,4
P - Passenger Car,Ford,Flex AWD,2010,1
P - Passenger Car,Ford,Flex FWD,2009,17
P - Passenger Car,Ford,Flex FWD,2010,4
P - Passenger Car,Ford,Focus,2007,3
P - Passenger Car,Ford,Focus,2008,67
P - Passenger Car,Ford,Focus FWD,2009,17070
P - Passenger Car,Ford,Focus FWD,2010,4107
P - Passenger Car,Ford,Focus Station Wagon,2007,1
P - Passenger Car,Ford,Fusion,2008,11
P - Passenger Car,Ford,Fusion AWD,2009,2
P - Passenger Car,Ford,Fusion AWD,2010,1
P - Passenger Car,Ford,Fusion AWD FFV,2010,6
P - Passenger Car,Ford,Fusion FWD,2009,969
P - Passenger Car,Ford,Fusion FWD,2010,8616
P - Passenger Car,Ford,Fusion FWD FFV,2010,736
